Article_ID,Numbered_Source_Text,Original_Abstractive_Summary,Godly_Labels,Bastin_Labels,Adithya_Labels
33157,"[0] വരാനുണ്ടോ? പെട്രോളിന്റെയും ഡീസലിന്റെയും എക്സൈസ് നികുതി വെട്ടിക്കുറച്ച കേന്ദ്രസർക്കാർ തീരുമാനത്തിനു പിന്നാലെ ഉയർന്നുകേട്ട ചോദ്യമായിരുന്നു ഇത്
[1] ഇന്ധന വിലവർധനയിൽ നട്ടംതിരിഞ്ഞ, കേന്ദ്രസർക്കാർ തീരുമാനത്തിന്റെ ഏറ്റവും വലിയ ഗുണഭോക്താക്കളായ സാധാരണക്കാർ മുതൽ ട്രോളുൽപാദകർ വരെ ആ ചോദ്യം ചോദിച്ചു
[2] കാരണം വ്യക്തമായിരുന്നു
[3] അത്രയ്ക്ക് അപ്രതീക്ഷിതമായിരുന്നു സർക്കാർ നടപടി
[4] ആരും പ്രതീക്ഷിക്കാത്ത സമയത്ത്, കേന്ദ്ര ധനമന്ത്രി നിർമല സീതാരാമന്റെ കണക്കുപ്രകാരം തന്നെ വർഷം ഒരു ലക്ഷം കോടി രൂപ സർക്കാരിനു നഷ്ടമുണ്ടാക്കുന്ന തീരുമാനത്തിലേക്കു വരാൻ സർക്കാരിനെ പ്രേരിപ്പിച്ചതെന്തെന്ന ചോദ്യം സ്വാഭാവികമായും ഉയരും
[5] അതിനു വ്യക്തമായ മറുപടിയുണ്ട്
[6] വിലക്കയറ്റം പിടിച്ചുനിർത്തുക– ആ ഒരൊറ്റ ലക്ഷ്യത്തിലേക്കുള്ള ഏറ്റവും ഫലപ്രദവും നേരിട്ടുള്ളതുമായി നടപടിയാണിത്","ആരും പ്രതീക്ഷിക്കാത്ത സമയത്ത്, കേന്ദ്ര ധനമന്ത്രി നിർമല സീതാരാമന്റെ കണക്കുപ്രകാരം തന്നെ വർഷം ഒരു ലക്ഷം കോടി രൂപ സർക്കാരിനു നഷ്ടമുണ്ടാക്കുന്ന തീരുമാനത്തിലേക്കു വരാൻ സർക്കാരിനെ പ്രേരിപ്പിച്ചതെന്തെന്ന ചോദ്യം സ്വാഭാവികമായും ഉയരും. ഇന്ധന വിലവർധനയിൽ നട്ടംതിരിഞ്ഞ, കേന്ദ്രസർക്കാർ തീരുമാനത്തിന്റെ ഏറ്റവും വലിയ ഗുണഭോക്താക്കളായ സാധാരണക്കാർ മുതൽ ട്രോളുൽപാദകർ വരെ ആ ചോദ്യം ചോദിച്ചു.",,,
88159,"[0] ദുബായ്: അതിവേഗം മാറ്റങ്ങള്‍ക്ക് വിധേയമായ രാജ്യമാണ് യുഎഇ
[1] ബ്രിട്ടീഷ് അധികാരത്തിന് കീഴിലായിരുന്ന കാലത്ത് കൊച്ചു കൂടാരങ്ങള്‍ മാത്രം കണ്ടിരുന്ന ഈ നാട്ടില്‍ എണ്ണ കണ്ടെത്തിയതോടെയാണ് മാറ്റം പ്രകടമായത്
[2] തദ്ദേശീയര്‍ വളരെ കുറവുള്ള യുഎഇയില്‍ എണ്ണ കണ്ടെത്തിയതോടെ മലയാളികള്‍ ഉള്‍പ്പെടെയുള്ളവരുടെ കുടിയേറ്റം അതിവേഗമായി
[3] കപ്പലിലും ലോഞ്ചിലും ജീവിതം പച്ച പിടിപ്പിക്കാന്‍ എത്തിയ പ്രവാസികള്‍ ഈ മരുപ്രദേശത്തിന്റെ രൂപ മാറ്റത്തില്‍ വഹിച്ച പങ്ക് ചെറുതല്ല
[4] അതുകൊണ്ടുതന്നെയാണ് എക്കാലത്തും പ്രവാസികളെ ചേര്‍ത്ത് പിടിച്ചാണ് യുഎഇ മുന്നോട്ട് പോകുന്നത്
[5] ഇന്ന് കൂറ്റന്‍ കെട്ടിടങ്ങളുടെ നാടാണ് യുഎഇ
[6] അത്ഭുതങ്ങള്‍ ഒട്ടേറെയുള്ള മണ്ണ്
[7] ഡിസംബര്‍ 2ന് 50 വയസ് തികയുന്ന യുഎഇയെ കുറിച്ച് വ്യത്യസ്തമായ ചില കാര്യങ്ങള്‍ പറയാം...",കപ്പലിലും ലോഞ്ചിലും ജീവിതം പച്ച പിടിപ്പിക്കാൻ എത്തിയ പ്രവാസികൾ ഈ മരുപ്രദേശത്തിന്റെ രൂപ മാറ്റത്തിൽ വഹിച്ച പങ്ക് ചെറുതല്ല. ബ്രിട്ടീഷ് അധികാരത്തിന് കീഴിലായിരുന്ന കാലത്ത് കൊച്ചു കൂടാരങ്ങൾ മാത്രം കണ്ടിരുന്ന ഈ നാട്ടിൽ എണ്ണ കണ്ടെത്തിയതോടെയാണ് മാറ്റം പ്രകടമായത്.,,,
68164,"[0] വാഷിംഗ്ടണ്‍: ഭീകരവാദമാണ് ലോകം നേരിടുന്ന പ്രധാനവെല്ലുവിളിയെന്ന് പ്രധാനമന്ത്രി നരേന്ദ്രമോദി
[1] ഭീകരതയെ മതവുമായി കൂട്ടിച്ചേര്‍ക്കുന്നവരെയും അതിര്‍ത്തി കടന്നുള്ള ഭീകരതയെ ഭീകരതെ പിന്തുണക്കുന്നവരെയും ഒറ്റപ്പെടുത്തണമെന്നും മോദി ആവശ്യപ്പെട്ടു
[2] അമേരിക്കന്‍ പാര്‍ലമെന്റിന്റെ സംയുക്ത സമ്മേളനത്തെ അഭിസംബോധന ചെയ്ത് സംസാരിക്കുകയായിരുന്നു അദ്ദേഹം
[3] അഞ്ച് വിദേശരാജ്യങ്ങള്‍ സന്ദര്‍ശിക്കുന്നതിന്റെ ഭാഗമായി അമേരിക്കയില്‍ എത്തിയതായിരുന്നു മോദി
[4] ലോകം ഇന്ന് നേരിടുന്ന വെല്ലുവിളി ഭീകരതയാണെന്നും ഭീകരതയെ പിന്തുണക്കുന്നവരെ ഒറ്റപ്പെടുത്തണമെന്നും ആഹ്വാനം ചെയ്ത മോദി ഇന്ത്യയുടെ അയല്‍രാജ്യം ഭീകരത വളര്‍ത്തുന്നതില്‍ സുപ്രധാന പങ്കുവഹിക്കുന്നുണ്ടെന്ന് പാകിസ്താന്റെയോ ചൈനയുടേയോ പേര് പരാമര്‍ശിക്കാതെ കൂട്ടിച്ചേര്‍ത്ത മോദി മുംബൈ ഭീകരാക്രമണത്തിന്റെ സമയത്ത് ഇന്ത്യയ്ക്ക് നല്‍കിയ പിന്തുണയില്‍ അമേരിക്കയെ കണക്കറ്റ് അഭിന്ദിക്കുകയും ചെയ്തു
[5] രാഷ്ട്രീയ നേട്ടങ്ങള്‍ക്ക് വേണ്ടി ഭീകരതയെ കൂട്ടുപിടിക്കുന്ന നയത്തിനെതിരെ അമേരിക്കന്‍ കോണ്‍ഗ്ര് വ്യക്തമായ സന്ദേശം നല്‍കണമെന്നും അദ്ദേഹം അദ്ദേഹം ആവശ്യപ്പെട്ടു",ലോകം ഇന്ന് നേരിടുന്ന വെല്ലുവിളി ഭീകരതയാണെന്നും ഭീകരതയെ പിന്തുണക്കുന്നവരെ ഒറ്റപ്പെടുത്തണമെന്നും ആഹ്വാനം ചെയ്ത മോദി ഇന്ത്യയുടെ അയൽരാജ്യം ഭീകരത വളർത്തുന്നതിൽ സുപ്രധാന പങ്കുവഹിക്കുന്നുണ്ടെന്ന് പാകിസ്താന്റെയോ ചൈനയുടേയോ പേര് പരാമർശിക്കാതെ കൂട്ടിച്ചേർത്ത മോദി മുംബൈ ഭീകരാക്രമണത്തിന്റെ സമയത്ത് ഇന്ത്യയ്ക്ക് നൽകിയ പിന്തുണയിൽ അമേരിക്കയെ കണക്കറ്റ് അഭിന്ദിക്കുകയും ചെയ്തു. രാഷ്ട്രീയ നേട്ടങ്ങൾക്ക് വേണ്ടി ഭീകരതയെ കൂട്ടുപിടിക്കുന്ന നയത്തിനെതിരെ അമേരിക്കൻ കോൺഗ്ര് വ്യക്തമായ സന്ദേശം നൽകണമെന്നും അദ്ദേഹം അദ്ദേഹം ആവശ്യപ്പെട്ടു.,,,
86970,"[0] ഗുവാഹത്തി: അസം നിയമസഭാ തിരഞ്ഞെടുപ്പിൽ കോൺഗ്രസിനെ മറികടന്ന് ബിജെപി അധികാരമുറപ്പിച്ചെങ്കിലും ഉപതിരഞ്ഞെടുപ്പ് ലക്ഷ്യമിട്ട് നീങ്ങുകയാണ് കോൺഗ്രസ്
[1] ഇതിന്റെ മുന്നോടിയായി ഈ വർഷം അവസാനം നടക്കാനിരിക്കുന്ന ഉപതിരഞ്ഞെടുപ്പിൽ പ്രതിപക്ഷ പാർട്ടികൾക്കൊപ്പം പോരാട്ടം ശക്തമാക്കുന്നതിനുള്ള ശ്രമങ്ങളാണ് കോൺഗ്രസ് നടത്തുന്നത്
[2] ഇതിന്റെ സാധ്യതകൾ വിലയിരുത്തുന്നതിന് വേണ്ടി അസം കോൺഗ്രസ് അധ്യക്ഷൻ ഭൂപൻ ബോറ റെയ്ജോർ ദൾ മേധാവി അഖിൽ ഗോഗോയിയുമായി ഇന്ന് കൂടിക്കാഴ്ച നടത്തിയിരുന്നു
[3] ഗോഗോയിയുടെ മണ്ഡലമായ ശിവ് സാഗറിൽ തിങ്കളാഴ്ചത്തെ ചർച്ചകൾ രാത്രി വൈകിയും തുടരുകയായിരുന്നു
[4] വരും ദിവസങ്ങളിലും ചർച്ചകൾ തുടരുമെന്നാണ് മാധ്യമറിപ്പോർട്ടുകൾ സൂചിപ്പിക്കുന്നത്
[5] കോൺഗ്രസും അഖിൽ ഗോഗോയിയുടെ റെയ്ജോർ ദളും ബിജെപിയുടെ ഭിന്നിപ്പിക്കൽ നയങ്ങൾക്ക് എതിരാണ്
[6] ഭാവിയിൽ ഞങ്ങൾ എങ്ങനെയാണ് ബിജെപി ക്യാമ്പിനെതിരായി പോരാടുകയെന്നാണ് ഞങ്ങൾ ചർച്ച ചെയ്തത്"" കൂടിക്കാഴ്ചയ്ക്ക് ശേഷം ബോറ മാധ്യമങ്ങളോട് പറഞ്ഞു
[7] സംസ്ഥാന സർക്കാരിന്റെ ജനവിരുദ്ധ തീരുമാനങ്ങൾക്കെതിരെ ശബ്ദമുയർത്താൻ നിയമസഭയ്ക്കുള്ളിൽ കോൺഗ്രസുമായി കൈകോർത്തതിന് ശിവസാഗറിൽ നിന്നുള്ള സ്വതന്ത്ര എംഎൽഎയായ ഗൊഗോയിയെ അദ്ദേഹം അഭിനന്ദിക്കുകയും ചെയ്തു
[8] ""നേരത്തെ, ഞങ്ങൾ ബിജെപിക്കെതിരെ ഒന്നിക്കാൻ ശ്രമിച്ചിരുന്നു, ഭാവിയിൽ ഞങ്ങൾ വീണ്ടും ശ്രമം തുടരുമെന്നും"" അദ്ദേഹം പറഞ്ഞു
[9] അതേസമയം, രണ്ട് ബിജെപി വിരുദ്ധ കക്ഷികൾ ദീർഘകാലത്തേക്ക് ഒന്നിക്കണമെന്നാണ് ഗൊഗോയിയുടെ പ്രതികരണം",ഇതിന്റെ സാധ്യതകൾ വിലയിരുത്തുന്നതിന് വേണ്ടി അസം കോൺഗ്രസ് അധ്യക്ഷൻ ഭൂപൻ ബോറ റെയ്ജോർ ദൾ മേധാവി അഖിൽ ഗോഗോയിയുമായി ഇന്ന് കൂടിക്കാഴ്ച നടത്തിയിരുന്നു. സംസ്ഥാന സർക്കാരിന്റെ ജനവിരുദ്ധ തീരുമാനങ്ങൾക്കെതിരെ ശബ്ദമുയർത്താൻ നിയമസഭയ്ക്കുള്ളിൽ കോൺഗ്രസുമായി കൈകോർത്തതിന് ശിവസാഗറിൽ നിന്നുള്ള സ്വതന്ത്ര എംഎൽഎയായ ഗൊഗോയിയെ അദ്ദേഹം അഭിനന്ദിക്കുകയും ചെയ്തു.,,,
63716,"[0] വാരണാസി: കോണ്‍ഗ്രസ് നേതാവും നരേന്ദ്ര മോദിയുടെ എതിര്‍ സ്ഥാനാര്‍ഥിയുമായ അജയ് റായ് നിയമ വിരുദ്ധമായി തോക്ക് വാങ്ങിയതായി റിപ്പോര്‍ട്ട്
[1] അധോലോക നേതാവായ ഷഹാബുദ്ദീനില്‍ നിന്നുമാണ് അജയ് റായ് എ കെ 47 തോക്ക് വാങ്ങിയതത്രെ
[2] ബീഹാര്‍ സ്വദേശിയായ ഷഹാബുദ്ദീന്‍ ഇപ്പോള്‍ ജയിലിലാണ്
[3] ബിഹാര്‍ പോലീസിലെ ഡയറക്ടര്‍ ജനറലായ ഡി പി ഓജ ഉത്തര്‍ പ്രദേശ് ഹോം സെക്രട്ടറിക്ക് അയച്ച റിപ്പോര്‍ട്ടിലാണ് ഈ വിവരമുള്ളത്
[4] 82 പേജുള്ള റിപ്പോര്‍ട്ടില്‍ മുന്‍ എം എല്‍ എയായ അജയ് റായ്, റാഞ്ചിയിലെ കുപ്രസിദ്ധ ക്രിമിനലായ അനില്‍ ശര്‍മ എന്നിവരുടെ പേരുകളാണ് ഉള്ളത്
[5] വാരണാസി കോല്‍സലയിലെ മുന്‍ എം എല്‍ എയാണ് അജയ് റായ്","82 പേജുള്ള റിപ്പോർട്ടിൽ മുൻ എം എൽ എയായ അജയ് റായ്, റാഞ്ചിയിലെ കുപ്രസിദ്ധ ക്രിമിനലായ അനിൽ ശർമ എന്നിവരുടെ പേരുകളാണ് ഉള്ളത്. ബിഹാർ പോലീസിലെ ഡയറക്ടർ ജനറലായ ഡി പി ഓജ ഉത്തർ പ്രദേശ് ഹോം സെക്രട്ടറിക്ക് അയച്ച റിപ്പോർട്ടിലാണ് ഈ വിവരമുള്ളത്.",,,
77111,"[0] തൊടുപുഴ: കുടുംബശ്രീയിലൂടെ ജില്ലയിലെ ഒട്ടനവധി പ്രശ്‌നങ്ങള്‍ പരിഹരിച്ചുകൊണ്ട് പുതിയ സംരംഭങ്ങള്‍ ആരംഭിക്കുകയും അതിലൂടെ ദാരിദ്ര്യ നിര്‍മാര്‍ജ്ജനം സാധ്യമാക്കാനും പുതിയ പദ്ധതിയൊരുങ്ങുന്നു
[1] ഗ്രാമീണ മേഖലയില്‍ സംരംഭ വികസനത്തിനായി കേന്ദ്ര സര്‍ക്കാര്‍ കുടുംബശ്രീ വഴി നടപ്പിലാക്കുന്ന ് സ്റ്റാര്‍ട്ടപ്പ് വില്ലേജ് സംരംഭകത്വ പരിപാടിയാണ് ഇടുക്കിയിലും ആരംഭിക്കുന്നത്
[2] സംസ്ഥാനത്തില്‍ ബ്ലോക്ക് അടിസ്ഥാനത്തില്‍ നടപ്പിലാക്കുന്ന പദ്ധതി ജില്ലയില്‍ ഇടുക്കി ബ്ലോക്കിലാണ് ആദ്യം ആരംഭിച്ചത്്
[3] അടുത്ത നാല് വര്‍ഷം കൊണ്ട് 1779 സംരംഭങ്ങള്‍ തുടങ്ങാനാണ് ഈ പദ്ധതി ലക്ഷ്യമിടുന്നത്
[4] ഇടുക്കി ബ്ലോക്കിലെ 6 സി.ഡി.എസ് ചെയര്‍പേഴ്‌സണ്‍മാരാണ് ഇതിന്റെ നടത്തിപ്പെന്നും എസ്.വി.ഇ.പി പദ്ധതിയുടെ കീഴിലുള്ള എല്ലാ സേവനങ്ങളും ഈ സെന്ററിലൂടെ ലഭ്യമാകും
[5] സംരംഭക പ്രവര്‍ത്തനങ്ങളിലൂടെ സ്ത്രീ ശാക്തീകരണവും മെച്ചപ്പെടും",ഗ്രാമീണ മേഖലയിൽ സംരംഭ വികസനത്തിനായി കേന്ദ്ര സർക്കാർ കുടുംബശ്രീ വഴി നടപ്പിലാക്കുന്ന ് സ്റ്റാർട്ടപ്പ് വില്ലേജ് സംരംഭകത്വ പരിപാടിയാണ് ഇടുക്കിയിലും ആരംഭിക്കുന്നത്. ഇടുക്കി ബ്ലോക്കിലെ 6 സി.ഡി.എസ് ചെയർപേഴ്സൺമാരാണ് ഇതിന്റെ നടത്തിപ്പെന്നും എസ്.വി.ഇ.പി പദ്ധതിയുടെ കീഴിലുള്ള എല്ലാ സേവനങ്ങളും ഈ സെന്ററിലൂടെ ലഭ്യമാകും.,,,
46613,"[0] ലണ്ടന്‍: ഇന്ത്യയുടെ പി
[1] ഗോപീചന്ദ് ഓള്‍ -ഇംഗ്ലണ്ട് ബാഡ്മിന്റണ്‍ ടൂര്‍ണമെന്റിന്റെ ഫൈനലില്‍ പ്രവേശിച്ചു
[2] മാര്‍ച്ച് 10 ശനിയാഴ്ച ലോക ഒന്നാം നമ്പര്‍ താരം ഡന്മാര്‍ക്കിന്റെ പീറ്റര്‍ ഗാദെ ക്രിസ്റ്റ്യന്‍സിനെ നേരിട്ടുള്ള സെറ്റുകള്‍ക്ക് പരാജയപ്പെടുത്തിയാണ് ഗോപീചന്ദ് ഫൈനലില്‍ കടന്നത്
[3] ഓള്‍-ഇംഗ്ലണ്ട് ടൂര്‍ണമെന്റിന്റെ ചരിത്രത്തില്‍ ഇതു രണ്ടാം തവണയാണ് ഒരു ഇന്ത്യാക്കരന്‍ ഫൈനലില്‍ പ്രവേശിക്കുന്നത്
[4] ഇതിനു മുമ്പ് 1980 ല്‍ പ്രകാശ് പദുക്കോണ്‍ ആണ് ഈ നേട്ടം കൈവരിച്ച ആദ്യ ഇന്ത്യന്‍ താരം
[5] അന്ന് പദുക്കണ്‍ കിരീടം നേടിയിരുന്നു",മാർച്ച് 10 ശനിയാഴ്ച ലോക ഒന്നാം നമ്പർ താരം ഡന്മാർക്കിന്റെ പീറ്റർ ഗാദെ ക്രിസ്റ്റ്യൻസിനെ നേരിട്ടുള്ള സെറ്റുകൾക്ക് പരാജയപ്പെടുത്തിയാണ് ഗോപീചന്ദ് ഫൈനലിൽ കടന്നത്. ഓൾ-ഇംഗ്ലണ്ട് ടൂർണമെന്റിന്റെ ചരിത്രത്തിൽ ഇതു രണ്ടാം തവണയാണ് ഒരു ഇന്ത്യാക്കരൻ ഫൈനലിൽ പ്രവേശിക്കുന്നത്.,,,
36040,"[0] മമ്മൂട്ടിയെ ‘ഡാ മമ്മൂട്ടീ’ എന്ന് മുഖത്തു നോക്കി വിളിക്കാൻ സ്വാതന്ത്ര്യമുള്ള ഏറ്റവും അടുത്ത് സുഹൃത്തായിരുന്നു അന്തരിച്ച കെ.ആര്‍
[1] വിശ്വംഭരന്‍ ഐഎഎസ്
[2] ഗുരുതരാവസ്ഥയിൽ ആശുപത്രിക്കിടക്കയിൽ അദ്ദേഹത്തെ കാണാനും മമ്മൂട്ടി എത്തിയിരുന്നു
[3] ലോ കോളജിൽ കെ.ആര്‍
[4] വിശ്വംഭരന്റെ സഹപാഠിയായിരുന്നു മമ്മൂട്ടി
[5] സിനിമയ്ക്ക് അകത്തും പുറത്തും മമ്മൂട്ടി അത്രമാത്രം ചേർത്തുനിർത്തിയ സൗഹൃദങ്ങളിൽ ഏറ്റവും പ്രധാനി",'ഡാ മമ്മൂട്ടീ' എന്ന് മുഖത്തു നോക്കി വിളിക്കാൻ സ്വാതന്ത്ര്യമുള്ള ഏറ്റവും അടുത്ത് സുഹൃത്തായിരുന്നു അന്തരിച്ച കെ.ആർ. സിനിമയ്ക്ക് അകത്തും പുറത്തും മമ്മൂട്ടി അത്രമാത്രം ചേർത്തുനിർത്തിയ സൌഹൃദങ്ങളിൽ ഏറ്റവും പ്രധാനി.,,,
26843,"[0] വിപ്ലവത്തിനു മുൻപ്, സാർ ചക്രവർത്തിയുടെ സൈന്യം കമ്യൂണിസ്റ്റുകാരെ പീഡിപ്പിച്ചിരുന്ന കാലത്തെ കഥയാണ്
[1] പീഡനത്തിനു മുൻപ് ജോസഫ് സ്റ്റാലിൻ ഒരു പുൽക്കൊടി തന്റെ പല്ലുകൾക്കിടയിൽ വച്ചു
[2] കൊടിയ പീഡനത്തിനു ശേഷവും പുൽക്കൊടിക്ക് ഒരു പോറലുമേറ്റില്ലത്രേ
[3] സ്റ്റാലിന്റെ കരുത്ത് തെളിയിക്കുന്നതാണ് ഈ കഥ
[4] ഒരു വിഭാഗം കമ്യൂണിസ്റ്റുകാർക്ക് ഇപ്പോഴും ഇഷ്ടമാണ് കരുത്തനായ സ്റ്റാലിനെ
[5] ഭരണാധികാരിയായിരിക്കെ, പൊളിറ്റ് ബ്യൂറോയിലെ എല്ലാവരെയും കാലപുരിക്കയച്ചയാളാണ് സ്റ്റാലിൻ
[6] അദ്ദേഹത്തിന്റെ ക്രൂരതകൾ ക്രൂഷ്ചേവ് ആണ് ലോകത്തെ അറിയിച്ചത്","മുൻപ്, സാർ ചക്രവർത്തിയുടെ സൈന്യം കമ്യൂണിസ്റ്റുകാരെ പീഡിപ്പിച്ചിരുന്ന കാലത്തെ കഥയാണ്. പീഡനത്തിനു മുൻപ് ജോസഫ് സ്റ്റാലിൻ ഒരു പുൽക്കൊടി തന്റെ പല്ലുകൾക്കിടയിൽ വച്ചു.",,,
62765,"[0] കോഴിക്കോട്: സ്‌കൂള്‍ വിദ്യാര്‍ത്ഥിനികളെ പോലും വില്‍പനക്ക് വക്കുന്ന കാഴ്ചയാണ് ഇപ്പോള്‍ കോഴിക്കോട് കാണുന്നത്
[1] പെണ്‍കുട്ടികളെ വലയിലാക്കി പീഡിപ്പിക്കുന്ന സംഘം ഈ കുട്ടികളെ ഉപയോഗിച്ച് കൂടുതല്‍ പേരെ സെക്‌സ് റാക്കറ്റിന്റെ കണ്ണികളാക്കുയാണ്
[2] ലൈംഗിക രംഗങ്ങള്‍ ചിത്രീകരിച്ച് ഭീഷണപ്പെടുത്തിയാണ് പല കുട്ടികളേയും സംഘം ഉപയോഗപ്പെടുത്തുന്നത്
[3] ഒരു ഹൈസ്‌കൂള്‍ വിദ്യാര്‍ത്ഥിനിയുടെ ആത്മഹത്യയും മറ്റൊരു പ്ലസ് ടു വിദ്യാര്‍ത്ഥിനിയുടെ ആത്മഹത്യ ശ്രമവും ആണ് ഞെട്ടിപ്പിക്കുന്ന വിവരങ്ങളിലേക്ക് വെളിച്ചം വീശിയിരിക്കുന്നത്
[4] ജില്ലയിലെ നിരവധി പെണ്‍കുട്ടികള്‍ സെക്‌സ് റാക്കറ്റിന്റെ പിടിയില്‍ അകപ്പെട്ടിട്ടുള്ളതായാണ് സൂചന
[5] സ്‌കൂളുകളും പാരലല്‍ കോളേജുകളും കേന്ദ്രീകരിച്ചാണ് റാക്കറ്റ് പ്രവര്‍ത്തിക്കുന്നത്
[6] ജില്ലയുടെ വടക്കന്‍ മേഖലകളായ പന്തിരിക്കര, കടിയങ്ങാട് എന്നിവിടങ്ങളിലെ ചില യുവാക്കളാണ് സംഘത്തിലെ പ്രധാനികള്‍ ഇവരെ കേന്ദ്രീകരിച്ച് അന്വേഷം തുടങ്ങിയിട്ടുണ്ട്
[7] ജാനകിക്കാട്, കോഴിക്കോട് എന്നിവടങ്ങളിലെത്തിച്ചാണ് പെണ്‍കുട്ടികളെ ഉപയോഗപ്പെടുത്തിയിരുന്നത് എന്ന് പറയുന്നു
[8] ആത്മഹത്യ ചെയ്ത ഹൈസ്‌കൂള്‍ വിദ്യാര്‍ത്ഥിനിയെ ഈ രണ്ട് സ്ഥലങ്ങളിലും കൊണ്ടുവന്ന് പീഡിപ്പിച്ചതായാണ് റിപ്പോര്‍ട്ട്
[9] ഇത് മൊബല്‍ ഫോണില്‍ പകര്‍ത്തി ഭീഷണിപ്പെടുത്തിയിരുന്നതായും ആരോപണമുണ്ട്
[10] ഇത് സഹിക്കവയ്യാതെ പെണ്‍കുട്ടി ആത്മഹത്യ ചെയ്യുകയായിരുന്നു എന്നാണ് സൂചന","ജില്ലയുടെ വടക്കൻ മേഖലകളായ പന്തിരിക്കര, കടിയങ്ങാട് എന്നിവിടങ്ങളിലെ ചില യുവാക്കളാണ് സംഘത്തിലെ പ്രധാനികൾ ഇവരെ കേന്ദ്രീകരിച്ച് അന്വേഷം തുടങ്ങിയിട്ടുണ്ട്. ഒരു ഹൈസ്കൂൾ വിദ്യാർത്ഥിനിയുടെ ആത്മഹത്യയും മറ്റൊരു പ്ലസ് ടു വിദ്യാർത്ഥിനിയുടെ ആത്മഹത്യ ശ്രമവും ആണ് ഞെട്ടിപ്പിക്കുന്ന വിവരങ്ങളിലേക്ക് വെളിച്ചം വീശിയിരിക്കുന്നത്.",,,
